word,RT,drift_score
आएंगी,649.972727259646,0.2798534631729126
आएंगे,595.159999979497,0.249388575553894
आएगी,630.758064524428,0.3184000253677368
आओगे,912.156451637243,0.3955944776535034
आकर्षक,673.562500020875,0.5990644693374634
आकर्षण,602.973076919622,0.6134104132652283
आकांक्षा,668.927272726549,0.5777740478515625
आकांक्षी,640.143333318244,0.5481464266777039
आकार,690.929411685176,0.507928729057312
आकाश,661.312499988959,0.3966231346130371
आकृष्ट,838.33636363328,0.65418940782547
आक्रमक,775.428571425029,0.4554240107536316
आक्रमण,678.823333343072,0.3863359093666076
आक्रोशित,685.741666668323,0.6379387378692627
आखिरकार,656.996153850829,0.5933235883712769
आखिरी,692.513513501186,0.4110851883888244
आगाज,735.200000036522,0.5099143385887146
आगोश,920.165384651018,0.6231881380081177
आग्रह,644.637037039978,0.5153434872627258
आघात,710.921739146873,0.3767046928405761
आचरण,692.641935478851,0.3866209983825683
आचार,667.817647098077,0.6375440359115601
आचार्य,664.769696957107,0.4325076937675476
आजकल,597.680000000478,0.451673150062561
आजमाइश,828.86060605963,0.6790866255760193
आजमाए,878.375675700919,0.5531415939331055
आजमाते,890.77142852761,0.4539198875427246
आजाद,695.786764661069,0.4545032978057861
आजीविका,809.434615378178,0.5713033676147461
आज्ञा,675.921621604665,0.5571768283843994
आज्ञाकारी,666.62592592202,0.4502551555633545
आटा,584.771875011222,0.4604698419570923
आटे,645.784615383,0.4235884547233581
आठवां,659.148484816563,0.526974081993103
आठवें,745.278571423883,0.5409365296363831
आड़े,668.582142873659,0.57411789894104
आढ़ती,773.637499961274,0.6683778762817383
आतंकवादी,775.181818180915,0.2364126443862915
आतिशबाजी,743.547222233998,0.6170827746391296
आती,619.384000000427,0.3326556086540222
आतीं,715.123999993289,0.3102952241897583
आतुर,684.983333337063,0.5478430986404419
आत्मघाती,823.990000018648,0.5217252373695374
आत्मचिंतन,861.424999978252,0.3924304842948913
आत्मनिर्भर,677.136363628578,0.485038697719574
आत्मनिर्भरता,829.880000007074,0.448594331741333
आत्मबल,752.084374949314,0.4234850406646728
आत्मसमर्पण,875.403225799414,0.5582716464996338
आत्महत्या,784.899999979688,0.3581876754760742
आत्माएं,745.345454504516,0.3110249638557434
आत्मीय,754.499999998437,0.4292892217636108
आदत,646.29142858412,0.4118919968605041
आदरणीय,670.488888883916,0.466726541519165
आदर्शवादी,981.905405428789,0.2844221591949463
आदिवासी,703.932352947417,0.3808916211128235
आधार,592.30312499321,0.4404120445251465
आधारकार्ड,754.440624982202,0.4682545661926269
आधारभूत,799.203703715912,0.431768000125885
आधारहीन,828.072413817337,0.4770220518112182
आधारित,826.193333327374,0.4114628434181213
आधीन,733.637500010482,0.5880039930343628
आध्यात्म,910.572413795981,0.3179959058761596
आध्यात्मिक,862.154285753089,0.292834997177124
आनंददायक,967.821212118827,0.4191130399703979
आनन्द,699.933333316,0.4262953996658325
आनन्दित,832.586956522696,0.3544573187828064
आनलाईन,909.852380954356,0.4688431024551391
आना,602.0531250024,0.3256844878196716
आनेवाला,774.407142860299,0.3664617538452148
आपबीती,952.330303050338,0.5905203819274902
आपात,778.546428558101,0.5303544998168945
आपूर्ति,643.368749974146,0.5708277225494385
आफिस,1068.6148148246,0.4981250166893005
आबाद,721.293548391681,0.5481089353561401
आभा,652.692592583673,0.6690484881401062
आभार,677.75454546339,0.3994511365890503
आभारी,771.778378409566,0.4473170042037964
आभूषण,635.264516122474,0.6960945129394531
आमंत्रण,643.655555561893,0.6091881990432739
आमआदमी,910.790000009195,0.499070405960083
आमतौर,681.971875072857,0.4941381812095642
आमादा,1126.72142859695,0.5548782348632812
आयकर,660.275757571375,0.4901683926582336
आयी,721.949999996868,0.3761911392211914
आयीं,688.707692297319,0.3608971834182739
आयु,607.757692309177,0.4536056518554687
आयुर्वेदाचार्य,1107.33333331223,0.2676382064819336
आयुष,671.649999988542,0.4587932825088501
आयें,662.462962970215,0.3521562218666076
आयेंगी,675.212903239449,0.2465046644210815
आयेंगे,632.230303005965,0.2388219833374023
आयेगा,652.071428555746,0.2837866544723511
आयेगी,748.503703739994,0.3041771650314331
आयोजित,620.50857148559,0.5043514370918274
आरटी,975.400000053644,0.5463756322860718
आरती,648.494117642643,0.4652300477027893
आरपार,846.496551723276,0.668985903263092
आराध्य,723.293548384231,0.4739142060279846
आराम,607.825925916929,0.3625441789627075
आरामदायक,840.352777787795,0.4724347591400146
आरोप,618.841379365177,0.4193503856658935
आरोपित,721.99999998454,0.4300420880317688
आरोपियों,783.753333311093,0.3764707446098327
आर्थिक,626.237500056945,0.3601953983306885
आर्मी,726.454838723436,0.4579801559448242
आलसी,690.737499978641,0.5104108452796936
आलस्य,676.061290385089,0.4322841167449951
आलाप,766.859259238579,0.5609630942344666
आलिंगन,980.120000021401,0.5610854029655457
आलिम,894.407692307463,0.474026620388031
आलिया,976.384374977402,0.5306450128555298
आलु,591.069999992029,0.5359878540039062
आलू,570.12413792594,0.4443331360816955
आलोचनात्मक,1038.25937498879,0.3310341835021972
आवंटित,1040.93461541021,0.4608285427093506
आवश्यकता,861.023333348796,0.3500109910964966
आवागमन,962.982857091658,0.6092029213905334
आवाजाही,944.891999979997,0.6008481979370117
आवाजें,632.733333320046,0.3883531093597412
आवाम,748.762500013264,0.4376759529113769
आवास,637.805882380618,0.4677510261535644
आवासीय,747.516129047505,0.5950347781181335
आविष्कार,775.355263187639,0.3664870262145996
आवेदन,649.724999992548,0.5134443640708923
आशंका,722.287096779865,0.4912754893302917
आशय,782.308000006289,0.709023118019104
आशा,590.934374976772,0.6287491321563721
आशाएं,711.689999967953,0.4831963181495666
आशु,801.464285769866,0.6635160446166992
आसक्त,776.328571441342,0.4138615131378174
आसमानी,777.158620695712,0.6215808391571045
आसरा,834.945833344452,0.6564858555793762
आसान,669.631034480336,0.3902955055236816
आसानी,671.084848535173,0.4050589799880981
आसार,762.482142865454,0.6633628010749817
आसीन,704.719047653888,0.4962457418441772
आस्तिक,789.863636373599,0.5194217562675476
आहट,773.045945958039,0.6225577592849731
आहत,676.721739134306,0.4787679314613342
आहिस्ता,1216.74545455387,0.6028156280517578
आह्वान,833.274074121202,0.554248571395874
इंकार,662.9703703762,0.5291934013366699
इंच,738.005405453468,0.4741992354393005
इंचार्ज,798.14399999368,0.7588092088699341
